target,group,auc,auc_sd,n_measurements,n_windows,paired_frac,min_wilcoxon_p
Loop/1142,outlier,1.0,,1,24,1.0,5.960464477539063e-08
Loop/342,outlier,0.88,,1,5,1.0,0.03125
DCLP5/52,outlier,0.7777777777777778,,1,9,1.0,0.001953125
Loop/467,outlier,0.7272727272727273,,1,11,1.0,0.00048828125
Loop/1153,outlier,0.7202216066481995,,1,19,1.0,1.9073486328125e-06
Loop/100,outlier,0.72,,1,5,0.8,0.0625
DCLP5/81,outlier,0.6875,,1,4,1.0,0.0625
Loop/633,outlier,0.64,,1,5,0.8,0.09375
DCLP3/91,outlier,0.63,,1,10,1.0,0.0009765625
DCLP3/114,control,0.625,,1,4,1.0,0.0625
DCLP3/144,control,0.625,,1,4,0.75,0.1875
DCLP3/10,control,0.5867768595041323,,1,11,1.0,0.00048828125
DCLP3/111,control,0.58,,1,10,0.8,0.0068359375
Loop/727,outlier,0.5702479338842975,,1,22,0.7272727272727273,0.0014257431030273438
Loop/1120,outlier,0.5625,,1,4,0.75,0.125
DCLP3/135,control,0.56,,1,5,0.8,0.21875
Loop/968,outlier,0.56,,1,5,0.8,0.09375
Loop/19,outlier,0.5561224489795918,,1,14,0.6428571428571429,0.02471923828125
Loop/317,control,0.5295138888888888,,1,24,0.7916666666666666,0.005758047103881836
DCLP3/68,control,0.52,,1,5,0.8,0.3125
DCLP3/43,control,0.52,,1,5,0.4,0.59375
DCLP3/171,control,0.52,,1,5,0.6,0.21875
DCLP3/102,control,0.5185185185185185,,1,9,0.6666666666666666,0.3671875
Loop/1071,control,0.5165289256198347,,1,22,0.6818181818181818,0.00415802001953125
DCLP3/134,control,0.5,,1,14,0.6428571428571429,0.213134765625
Loop/1116,control,0.4709141274238227,,1,19,0.3684210526315789,0.9838294982910156
