target,group,auc,auc_sd,n_measurements,n_windows,paired_frac,min_wilcoxon_p
Loop/458,control,0.879316482734069,,1,53,0.7735849056603774,1.1526060561500933e-08
Loop/85,control,0.8587257617728532,,1,57,0.8245614035087719,6.23788255312083e-10
Loop/944,outlier,0.8500297265160524,,1,58,0.6551724137931034,1.8335355833860188e-08
Loop/842,control,0.8458526165895336,,1,53,0.7358490566037735,1.8335355833860188e-08
Loop/524,outlier,0.8448721631715025,,1,59,0.6949152542372882,9.176801066362402e-09
Loop/982,control,0.8444787379972565,,1,54,0.7592592592592593,5.0681440775510625e-09
Loop/589,control,0.8441322314049586,,1,55,0.7272727272727273,1.6914566963136223e-08
Loop/282,control,0.8419008875739645,,1,52,0.7884615384615384,3.592944808351152e-08
Loop/75,control,0.8374630177514792,,1,52,0.75,1.2121151144899326e-08
Loop/1173,outlier,0.8347222222222223,,1,60,0.7833333333333333,6.973082974513889e-10
Loop/245,outlier,0.83125,,1,60,0.75,2.6152182737998634e-09
Loop/420,outlier,0.8306944444444444,,1,60,0.7166666666666667,8.745686865791293e-09
Loop/227,control,0.8284297520661157,,1,55,0.7272727272727273,9.79650469973169e-09
Loop/693,outlier,0.8252777777777778,,1,60,0.7166666666666667,6.263938896193117e-09
HUPA-UCM/27,outlier,0.8244170096021948,,1,81,0.691358024691358,2.5387016017573386e-11
Loop/692,outlier,0.8221333333333334,,1,75,0.7733333333333333,9.686018811538788e-12
Loop/9,control,0.8218227127091492,,1,53,0.6792452830188679,6.248280631866883e-08
Loop/1123,control,0.8211570247933885,,1,55,0.7818181818181819,6.184168074130299e-09
Loop/920,outlier,0.820310255673657,,1,59,0.6610169491525424,2.57143578309027e-08
Loop/213,control,0.8186187255250978,,1,53,0.6981132075471698,4.835155469190607e-08
Loop/67,control,0.8170247933884297,,1,55,0.7272727272727273,1.6949878420061268e-08
Loop/164,outlier,0.8140606420927468,,1,58,0.7931034482758621,1.401159244350345e-09
Loop/745,outlier,0.8025546321945214,,1,57,0.7719298245614035,2.7118530092702808e-08
Loop/63,control,0.8016528925619835,,1,55,0.6909090909090909,9.48256880047258e-08
Loop/998,outlier,0.7963733650416172,,1,58,0.6724137931034483,1.811260012908213e-08
Loop/852,outlier,0.7932520808561236,,1,58,0.7413793103448276,3.3484860838956124e-08
Loop/1199,outlier,0.791857027680731,,1,61,0.7049180327868853,5.651652642275147e-09
Loop/884,control,0.7906728373086508,,1,53,0.6415094339622641,2.0804117376116103e-07
Loop/388,outlier,0.7891519250780437,,1,62,0.7258064516129032,3.356415587946432e-09
Loop/236,outlier,0.7880886426592798,,1,57,0.6842105263157895,2.9743191542544735e-08
Loop/807,control,0.7874730686365036,,1,57,0.6140350877192983,7.801964753305062e-08
Loop/11,outlier,0.7822532699167658,,1,58,0.7068965517241379,2.740495687315073e-08
Loop/432,control,0.7801783264746228,,1,54,0.7222222222222222,3.236818882535869e-08
Loop/766,control,0.7795041322314049,,1,55,0.7090909090909091,4.131741490786921e-08
Loop/511,outlier,0.77685546875,,1,64,0.6875,5.651652642275147e-09
Loop/1081,outlier,0.774843912591051,,1,62,0.7096774193548387,4.830892455427513e-09
Loop/43,control,0.7718049127803489,,1,53,0.6415094339622641,3.3557588898167514e-07
Loop/773,control,0.7656198347107438,,1,55,0.6909090909090909,9.122711192529795e-08
Loop/1036,control,0.7597736625514403,,1,54,0.7037037037037037,6.574603019975163e-08
Loop/1140,outlier,0.755001538935057,,1,57,0.6140350877192983,1.6928877378282163e-07
